filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00000.wav,0.349943220615387,0.130224630236626,1784.42044649466,2002.65019162326,3806.48531603739,0.083066391132934,-113.596748352051,121.55729675293,-19.1588268280029,42.3510322570801,-6.37645816802979,18.61887550354,-13.6979122161865,15.3446311950684,-12.2852668762207,10.9804925918579,-8.32432460784912,8.8106689453125,-3.6673686504364,5.75169086456299,-5.16276264190674,0.750948190689087,-1.69193780422211,-0.409952789545059,-2.30020880699158,1.21992909908295,blues
blues.00000.wav,0.340983122587204,0.095918424427509,1529.83531593008,2038.61757896922,3548.82020743639,0.083066391132934,-207.556793212891,124.006721496582,8.93056011199951,35.8746871948242,2.91603684425354,21.5237255096436,-8.55470275878906,23.3586711883545,-10.1036167144775,11.9037437438965,-5.56038761138916,5.37680292129517,-2.2391197681427,4.21696281433106,-6.01227331161499,0.936109781265259,-0.716537177562714,0.293875962495804,-0.287430793046951,0.531573355197907,blues
blues.00000.wav,0.363602876663208,0.175573036074638,1552.48195824589,1747.16598496131,3040.51494775542,0.083066391132934,-90.7543869018555,140.459915161133,-29.1099681854248,31.6890125274658,-13.9870357513428,25.7547588348389,-13.6495866775513,11.6292715072632,-11.7805891036987,9.70644283294678,-13.1231107711792,5.78926515579224,-8.90522384643555,-1.08372044563293,-9.21835994720459,2.45580649375916,-7.72690105438232,-1.8157229423523,-3.43343424797058,-2.22682094573975,blues
blues.00000.wav,0.404778987169266,0.141191184520721,1070.11995332461,1596.33394776269,2185.02845409854,0.083066391132934,-199.43115234375,150.099212646484,5.64759302139282,26.8719272613525,1.75446140766144,14.2383451461792,-4.83088254928589,9.29796600341797,-0.757741630077362,8.14901256561279,-3.19631433486938,6.08767604827881,-2.47642087936401,-1.07389044761658,-2.87477779388428,0.780977487564087,-3.31693196296692,0.637981295585632,-0.619689881801605,-3.40823268890381,blues
blues.00000.wav,0.308590114116669,0.0915632173419,1835.49460280333,1748.36244809928,3580.94501318208,0.083066391132934,-160.266036987305,126.198806762695,-35.6054496765137,22.1533012390137,-32.4892654418945,10.8645133972168,-23.3579292297363,0.503117918968201,-11.8058319091797,1.20680594444275,-13.0838212966919,-2.80638408660889,-6.93412303924561,-7.55861806869507,-9.17355346679688,-4.51216459274292,-5.45353841781616,-0.924161076545715,-4.40933275222778,-11.7037811279297,blues
blues.00000.wav,0.302346438169479,0.103467583656311,1831.94236759667,1729.4832411267,3480.9372845818,0.083066391132934,-177.869049072266,118.196922302246,-17.5506744384766,30.7586345672607,-21.7427463531494,11.9038028717041,-20.7342472076416,3.18059754371643,-8.58348369598389,-0.936486661434174,-11.776273727417,-2.42061424255371,-9.33936500549316,-9.93932437896729,-3.90989208221436,-5.57062339782715,-1.83902287483215,-2.7784206867218,-3.04686594009399,-8.11580848693848,blues
blues.00000.wav,0.291308015584946,0.141795814037323,1459.07848273443,1388.91331165023,2795.61642862326,0.083066391132934,-190.149459838867,130.296951293945,-36.3441390991211,33.0130500793457,11.1069355010986,-0.615158617496491,-20.8620090484619,0.270090997219086,-6.48975992202759,-5.51709270477295,-7.84032821655273,-3.1256787776947,-6.59311819076538,-9.94226741790772,-6.53722429275513,-10.0647535324097,-10.9121713638306,-6.97247838973999,-3.44903349876404,-6.49551010131836,blues
blues.00000.wav,0.307921051979065,0.131785482168198,1451.75414666004,1577.3699166309,2955.34879607682,0.083066391132934,-179.395431518555,136.459243774414,-26.6563625335693,39.9880256652832,5.28967714309692,10.924427986145,-20.5618896484375,8.51376533508301,-11.3569097518921,-3.46907663345337,-8.41455554962158,-6.95482635498047,-3.54453635215759,-8.05124187469482,-8.9595365524292,-8.42433643341064,-10.5588836669922,-10.788158416748,-4.69374799728394,-8.63861274719238,blues
blues.00000.wav,0.40903714299202,0.142438098788261,1719.21316266369,2031.64388358174,3781.3188015492,0.083066391132934,-121.361022949219,122.513107299805,-14.7421283721924,46.1434440612793,-8.16533279418945,20.1765251159668,-19.1724758148193,23.0556163787842,-11.8305025100708,21.1770076751709,-6.72118997573853,7.01094388961792,-12.74183177948,5.06600332260132,-5.17547750473022,-1.44402396678925,-7.03706836700439,2.69745111465454,3.40980863571167,-2.69835257530212,blues
blues.00000.wav,0.274009227752686,0.081352017819882,1817.51638623994,1973.73907014159,3944.45114844355,0.083066391132934,-213.180801391602,115.152793884277,-11.7162666320801,39.029468536377,-20.3527565002441,13.082405090332,-9.17348194122314,9.01614952087402,-14.0979146957397,4.27817869186401,-6.03959512710571,3.78477144241333,0.225667759776115,-5.11363744735718,-0.413064211606979,-1.18453645706177,-1.9207147359848,-2.29372763633728,2.8912661075592,-4.23320388793945,blues
